ENST00000508784	0.995643670869994	ZNF827
ENST00000356819	0.981838430502608	NRG1
ENST00000521555	0.980816450788308	NPIPB5
ENST00000228644	0.972254664176434	MYF5
ENST00000451672	0.971051242741436	GVQW1
ENST00000604624	0.969132506096337	KCNMA1
ENST00000398015	0.961438367541932	EPHB1
ENST00000263846	0.960755319051188	SYT7
ENST00000339077	0.956677306987332	KLHL7
ENST00000264433	0.948105996206388	FNIP2
ENST00000332160	0.948069416315497	METTL7A
ENST00000259467	0.935511225574057	PDCL
ENST00000401957	0.933351657839244	RAPGEF5
ENST00000286437	0.929357471051326	AFF2
ENST00000415077	0.926977715267029	PPM1N
ENST00000361367	0.926161237994555	CTR9
ENST00000609684	0.925635698966067	PCDHB16
ENST00000415039	0.924786231216342	PSMD3
ENST00000290524	0.918982849245264	RFX5
ENST00000265431	0.91660541159612	CALB1
ENST00000463058	0.916599499884449	HHLA3
ENST00000382020	0.913809923103729	TUSC3
ENST00000529876	0.913654760216716	AKIP1
ENST00000304987	0.910860002173212	SIK2
ENST00000455601	0.910426957503266	MUC15
ENST00000460750	0.90654774647799	KCNT1
ENST00000299413	0.905405663330849	TRIM44
ENST00000453386	0.898461230618232	TRA2B
ENST00000371817	0.896859277620046	COL5A1
ENST00000446231	0.895288769631024	SMG1
ENST00000319080	0.894125527251739	MLXIP
ENST00000328041	0.888496139076393	SLC24A3
ENST00000563944	0.885532195899285	SULT1A4
ENST00000570760	0.885163138636753	CTD-2545G14.7
ENST00000563638	0.883543966805984	SULT1A3
ENST00000441123	0.882209368219363	BRPF3
ENST00000370067	0.881192776243456	NTNG1
ENST00000407847	0.879866452484329	PRDM6
ENST00000380338	0.879612909033104	MLLT3
ENST00000372735	0.878728913010795	BHLHB9
ENST00000354371	0.876857645827242	COPS8
ENST00000437808	0.876689801926535	PISD
ENST00000619501	0.876446283823426	MYO15B
ENST00000521169	0.875771366824084	VWDE
ENST00000367875	0.875475688436806	POGK
ENST00000575332	0.875211835104122	ZNF263
ENST00000343110	0.874235307409376	PRELP
ENST00000378785	0.872918139185946	ATAD3C
ENST00000275525	0.872110079433835	IGFBP1
ENST00000406451	0.871376337510194	HDAC9
ENST00000514049	0.869518264331465	IQCH
ENST00000415083	0.863201174192261	SS18
ENST00000455783	0.861773557174681	TMEM229A
ENST00000472091	0.858815830761125	ERVFRD-1
ENST00000216445	0.858566367419919	C14orf105
ENST00000444294	0.857108962315045	TRIM67
ENST00000588814	0.85513947750769	DNAJC7
ENST00000613307	0.853995926031387	TMEM132B
ENST00000406785	0.853809751693286	SLC8A1
ENST00000590947	0.851648769004265	RP11-552F3.12
ENST00000376403	0.849692898061645	FAM182B
ENST00000297029	0.848790876776705	SCIN
ENST00000469154	0.847337806644031	SMARCD3
ENST00000609713	0.846015797192312	KCNJ6
ENST00000330430	0.845231885827237	RCAN2
ENST00000370978	0.845160662163081	ZNF280C
ENST00000343735	0.845058238859339	CLDN18
ENST00000432404	0.844389317561977	SULT4A1
ENST00000379361	0.843615057265667	PTCHD1
ENST00000255977	0.843004315002253	MKRN1
ENST00000270812	0.842666202430801	ZNF593
ENST00000526457	0.842239070391983	LRRK1
ENST00000396037	0.841072040814021	ST8SIA1
ENST00000547878	0.840411695522195	TMEM116
ENST00000543468	0.840221634493221	EPS8
ENST00000458362	0.838927931858879	CRAT
ENST00000336278	0.838366539474592	SNTB2
ENST00000467111	0.837689560695684	LGALS9
ENST00000369583	0.837148465575163	DUSP5
ENST00000553915	0.834729801700275	PRMT5
ENST00000377931	0.833351267279895	PRR20A
ENST00000620918	0.833229539702517	PROSER3
ENST00000614894	0.832933740798194	PRR20C
ENST00000561965	0.832636721353323	DUS2
ENST00000519937	0.83196758599583	SFTPB
ENST00000482951	0.831950570944644	FAM135B
ENST00000298125	0.831868965291449	WDFY2
ENST00000434815	0.831386420624074	PRR20E
ENST00000377930	0.831218912393767	PRR20B
ENST00000452123	0.830674204159681	PRR20D
ENST00000528063	0.829923631252538	CNIH2
ENST00000389698	0.827566200740929	RALGAPA1
ENST00000260364	0.827285302588236	NOX5
ENST00000295900	0.826357565586414	ATXN7
ENST00000394855	0.825184576240468	DNAJA4
ENST00000462193	0.82364610963558	CNPY4
ENST00000374553	0.820400885563815	EDA
ENST00000509633	0.819935752144906	PRR27
ENST00000307897	0.819895240446656	ZWILCH
ENST00000341656	0.819586323292381	SPDYE2
ENST00000319374	0.81932118181662	ZDHHC22
ENST00000371019	0.818898491288021	FRAT2
ENST00000309007	0.817687615417185	DBN1
ENST00000360647	0.817144903707722	ZNF148
ENST00000553289	0.817105119425328	SYNE2
ENST00000252338	0.814446834736501	FAM155B
ENST00000355016	0.811267983397703	H2BFM
ENST00000483468	0.811010129453203	REPS1
ENST00000505939	0.809418081601011	ZNF141
ENST00000270112	0.80718217313384	HUNK
ENST00000534480	0.806217414583522	HID1
ENST00000297071	0.805001180487667	TRA2A
