ENST00000394480	0.997456813491929	NTRK3
ENST00000409978	0.997001047230219	ARHGEF33
ENST00000427980	0.996626198185296	ATXN1L
ENST00000256953	0.98616040211644	RERG
ENST00000366609	0.984763564390396	IRF2BP2
ENST00000557864	0.984508558040519	TERB2
ENST00000395153	0.984176311708331	DACT1
ENST00000404754	0.981710363834672	AGTR1
ENST00000629359	0.976925565311116	MAGI2
ENST00000343796	0.969047720885851	NR3C1
ENST00000549441	0.968667315415827	DNAJC22
ENST00000233892	0.966128813373697	MOB4
ENST00000533089	0.965668784465437	TGFBR3
ENST00000533626	0.962558115029979	EIF3F
ENST00000382592	0.962314669455173	LATS2
ENST00000313116	0.961167075517644	ZNF41
ENST00000250111	0.955746419802522	ATP1B2
ENST00000340652	0.954538339235524	VWC2
ENST00000599847	0.952210263921289	ZNF773
ENST00000438023	0.946865950383997	KDM4C
ENST00000371432	0.945301670149906	RUNX2
ENST00000439040	0.944901015381861	ATP13A3
ENST00000380599	0.944596425584075	ZBTB4
ENST00000377022	0.944412773313228	CASZ1
ENST00000613466	0.940329540246457	ANAPC10
ENST00000382199	0.938852787452479	IGF2BP2
ENST00000296575	0.936069993981283	HHIP
ENST00000325006	0.934299577276619	AHCYL2
ENST00000325089	0.93284929304695	SLITRK5
ENST00000216877	0.9323066438285	PTPRA
ENST00000456098	0.930313262775604	IGF1
ENST00000311177	0.930202317476482	HOXB9
ENST00000498824	0.928723795845114	ELF1
ENST00000357559	0.928271440472383	FXR1
ENST00000357308	0.927632884319159	GFPT1
ENST00000475390	0.924828617218131	SLITRK3
ENST00000453654	0.923534392340144	DGKI
ENST00000388795	0.920899824145463	ABHD18
ENST00000262160	0.919947764954923	SMAD2
ENST00000291295	0.919203246614744	CALM3
ENST00000245323	0.91167272858649	EFNB2
ENST00000268164	0.911333938903924	ST8SIA2
ENST00000393792	0.911130197590806	UBTD2
ENST00000292782	0.909307998766659	DCUN1D1
ENST00000416691	0.90739972182802	COG6
ENST00000435422	0.903947376191525	SGCD
ENST00000304056	0.900268294113163	KBTBD2
ENST00000298097	0.899262075095785	FBXO33
ENST00000380959	0.896475654488349	NFIB
ENST00000398547	0.895855949199289	ADGRB2
ENST00000381913	0.894804664962952	TRPV3
ENST00000337907	0.894744660477917	RERE
ENST00000613647	0.893927901226942	FGFR3
ENST00000429490	0.891802748431544	SGMS1
ENST00000431975	0.891377014747011	AKAP7
ENST00000317995	0.891259794516536	CA8
ENST00000265631	0.890816146438363	SLC25A13
ENST00000336314	0.890769655484608	LARP1
ENST00000394595	0.890752994802587	PITX2
ENST00000367225	0.890347705546999	RGS17
ENST00000344862	0.887318581371252	PUS7L
ENST00000376717	0.886573738651648	PRUNE2
ENST00000264167	0.886001232989931	AGPS
ENST00000325192	0.883270810072428	C14orf28
ENST00000355621	0.879932663031641	UBE2H
ENST00000284073	0.879920867935241	MSI2
ENST00000248121	0.879601716299739	SYNGR3
ENST00000366544	0.87291088751929	CEP170
ENST00000341998	0.871655552921971	SLC24A2
ENST00000354666	0.870237216516766	ELOVL2
ENST00000366562	0.868874664654097	RGS7
ENST00000281523	0.868294103964639	ZNF385D
ENST00000284878	0.867907099470827	CXADR
ENST00000264499	0.866347701107975	BBS7
ENST00000618415	0.865274000458653	RGS5
ENST00000437033	0.86484548963938	ADH7
ENST00000244293	0.864731537715361	PSG9
ENST00000258821	0.86465552857449	TTC5
ENST00000296499	0.864027037176509	NDST3
ENST00000261842	0.861961136737732	AP4E1
ENST00000361360	0.861062948799276	POU3F3
ENST00000327578	0.860417262343364	PCM1
ENST00000611976	0.859389653797504	CDC42EP3
ENST00000403263	0.85907753693033	INO80D
ENST00000527706	0.858863088584547	DSCAML1
ENST00000260008	0.858601163649572	FHDC1
ENST00000354410	0.858519671541576	MEF2A
ENST00000314499	0.858077997801204	CSRNP3
ENST00000611864	0.854958102943127	MGAT4C
ENST00000606377	0.854871394097854	PAX6
ENST00000394670	0.851798966022986	ZNF207
ENST00000517490	0.850593325793453	CPNE3
ENST00000611416	0.850290081148686	CYP20A1
